[2024-07-02T23:36:01.597+0300] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-07-02T23:36:01.621+0300] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: process_web_log.extract manual__2024-07-02T20:35:55.896723+00:00 [queued]>
[2024-07-02T23:36:01.629+0300] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: process_web_log.extract manual__2024-07-02T20:35:55.896723+00:00 [queued]>
[2024-07-02T23:36:01.629+0300] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-07-02T23:36:01.643+0300] {taskinstance.py:2330} INFO - Executing <Task(BashOperator): extract> on 2024-07-02 20:35:55.896723+00:00
[2024-07-02T23:36:01.646+0300] {standard_task_runner.py:63} INFO - Started process 53906 to run task
[2024-07-02T23:36:01.653+0300] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'process_web_log', 'extract', 'manual__2024-07-02T20:35:55.896723+00:00', '--job-id', '9', '--raw', '--subdir', 'DAGS_FOLDER/process_web_log.py', '--cfg-path', '/var/folders/tg/n_tx7dyn7ds_8dsrt01dt3d40000gp/T/tmpcmrkcmde']
[2024-07-02T23:36:01.655+0300] {standard_task_runner.py:91} INFO - Job 9: Subtask extract
[2024-07-02T23:36:01.708+0300] {task_command.py:426} INFO - Running <TaskInstance: process_web_log.extract manual__2024-07-02T20:35:55.896723+00:00 [running]> on host hitsh.local
[2024-07-02T23:36:01.783+0300] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hisham.e.hassan@gmail.com' AIRFLOW_CTX_DAG_OWNER='Hisham' AIRFLOW_CTX_DAG_ID='process_web_log' AIRFLOW_CTX_TASK_ID='extract' AIRFLOW_CTX_EXECUTION_DATE='2024-07-02T20:35:55.896723+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-07-02T20:35:55.896723+00:00'
[2024-07-02T23:36:01.785+0300] {taskinstance.py:430} INFO - ::endgroup::
[2024-07-02T23:36:01.787+0300] {subprocess.py:63} INFO - Tmp dir root location: /var/folders/tg/n_tx7dyn7ds_8dsrt01dt3d40000gp/T
[2024-07-02T23:36:01.788+0300] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'cut -d " " -f 1 ~/Desktop/Airflow/airflow-env/dags/capstone/accesslog.txt ~/Desktop/Airflow/airflow-env/dags/capstone/extracted_data.txt']
[2024-07-02T23:36:01.796+0300] {subprocess.py:86} INFO - Output:
[2024-07-02T23:36:01.809+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.809+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.810+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.811+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.812+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.812+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.813+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.814+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.814+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.815+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.815+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.816+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.817+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.817+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.818+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.818+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.819+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.820+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.820+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.821+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.822+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.822+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.823+0300] {subprocess.py:93} INFO - 83.149.9.216
[2024-07-02T23:36:01.823+0300] {subprocess.py:93} INFO - 24.236.252.67
[2024-07-02T23:36:01.824+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.825+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.825+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.826+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.827+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.828+0300] {subprocess.py:93} INFO - 93.114.45.13
[2024-07-02T23:36:01.828+0300] {subprocess.py:93} INFO - 66.249.73.135
[2024-07-02T23:36:01.829+0300] {subprocess.py:93} INFO - 50.16.19.13
[2024-07-02T23:36:01.829+0300] {subprocess.py:93} INFO - 66.249.73.185
[2024-07-02T23:36:01.830+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.831+0300] {subprocess.py:93} INFO - 46.105.14.53
[2024-07-02T23:36:01.831+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.832+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.832+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.833+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.833+0300] {subprocess.py:93} INFO - 123.125.71.35
[2024-07-02T23:36:01.834+0300] {subprocess.py:93} INFO - 110.136.166.128
[2024-07-02T23:36:01.835+0300] {subprocess.py:93} INFO - 50.150.204.184
[2024-07-02T23:36:01.835+0300] {subprocess.py:93} INFO - 207.241.237.225
[2024-07-02T23:36:01.836+0300] {subprocess.py:93} INFO - 200.49.190.101
[2024-07-02T23:36:01.836+0300] {subprocess.py:93} INFO - 200.49.190.100
[2024-07-02T23:36:01.837+0300] {subprocess.py:93} INFO - 200.49.190.101
[2024-07-02T23:36:01.838+0300] {subprocess.py:93} INFO - 200.49.190.101
[2024-07-02T23:36:01.838+0300] {subprocess.py:93} INFO - 66.249.73.185
[2024-07-02T23:36:01.839+0300] {subprocess.py:93} INFO - 66.249.73.135
[2024-07-02T23:36:01.840+0300] {subprocess.py:93} INFO - 66.249.73.135
[2024-07-02T23:36:01.840+0300] {subprocess.py:93} INFO - 66.249.73.135
[2024-07-02T23:36:01.841+0300] {subprocess.py:93} INFO - 67.214.178.190
[2024-07-02T23:36:01.841+0300] {subprocess.py:93} INFO - 67.214.178.190
[2024-07-02T23:36:01.842+0300] {subprocess.py:93} INFO - 207.241.237.220
[2024-07-02T23:36:01.843+0300] {subprocess.py:93} INFO - 46.105.14.53
[2024-07-02T23:36:01.843+0300] {subprocess.py:93} INFO - 207.241.237.227
[2024-07-02T23:36:01.844+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.845+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.845+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.846+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.846+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.847+0300] {subprocess.py:93} INFO - 91.177.205.119
[2024-07-02T23:36:01.847+0300] {subprocess.py:93} INFO - 66.249.73.185
[2024-07-02T23:36:01.848+0300] {subprocess.py:93} INFO - 207.241.237.228
[2024-07-02T23:36:01.849+0300] {subprocess.py:93} INFO - 207.241.237.101
[2024-07-02T23:36:01.849+0300] {subprocess.py:93} INFO - 87.169.99.232
[2024-07-02T23:36:01.850+0300] {subprocess.py:93} INFO - 209.85.238.199
[2024-07-02T23:36:01.850+0300] {subprocess.py:93} INFO - 209.85.238.199
[2024-07-02T23:36:01.851+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.852+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.852+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.853+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.853+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.854+0300] {subprocess.py:93} INFO - 81.220.24.207
[2024-07-02T23:36:01.855+0300] {subprocess.py:93} INFO - 66.249.73.135
[2024-07-02T23:36:01.855+0300] {subprocess.py:93} INFO - 46.105.14.53
[2024-07-02T23:36:01.856+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.857+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.857+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.858+0300] {subprocess.py:93} INFO - 74.125.40.20
[2024-07-02T23:36:01.858+0300] {subprocess.py:93} INFO - 71.212.224.97
[2024-07-02T23:36:01.859+0300] {subprocess.py:93} INFO - 71.212.224.97
[2024-07-02T23:36:01.860+0300] {subprocess.py:93} INFO - 71.212.224.97
[2024-07-02T23:36:01.861+0300] {subprocess.py:93} INFO - 71.212.224.97
[2024-07-02T23:36:01.861+0300] {subprocess.py:93} INFO - 71.212.224.97
[2024-07-02T23:36:01.862+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.863+0300] {subprocess.py:93} INFO - 108.174.55.234
[2024-07-02T23:36:01.863+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.864+0300] {subprocess.py:93} INFO - 121.107.188.202
[2024-07-02T23:36:01.864+0300] {subprocess.py:93} INFO - 218.30.103.62
[2024-07-02T23:36:01.865+0300] {subprocess.py:93} INFO - 218.30.103.62
